V_ACCT_LGHT,C_IP,C_VMP,V_N_VM_MESS,V_T_DAY_CHG,V_T_EVE_CALLS,V_T_EVE_CHG,V_T_NIG_CALLS,V_T_NIG_CHG,V_T_INT_CALLS,V_T_INT_CHG,V_CS_CALLS,TARGET,ID
43,No,No,0,30.12,60,12.12,144,14.13,2,3.43,4,0,1981
66,No,No,0,20.06,99,21.09,122,9.65,5,1.43,1,0,1982
125,No,No,0,27.85,85,21.73,95,8.68,4,4.24,0,0,1983
114,No,Yes,4,24.02,88,19.58,85,10.07,3,2.54,3,0,1984
112,No,No,0,46.33,94,19.22,94,7.16,5,4.43,3,1,1985
101,No,Yes,16,20.21,97,19.41,111,8.1,5,2.21,2,0,1986
59,No,No,0,27.12,123,14.21,106,6.24,4,2.75,0,0,1988
59,No,No,0,25.53,98,15.78,128,9.56,2,3.27,1,0,1989
99,No,No,0,23.92,98,17.93,125,10.35,4,3.35,2,0,1991
150,No,No,0,28.76,83,18.43,107,8.07,3,3.4,1,0,1992
81,No,No,0,37.54,87,12.62,100,8.28,3,2.05,2,0,1993
86,No,No,0,36.77,77,22.64,110,9.63,3,1.22,0,0,1994
84,No,No,0,28.82,94,13.4,70,4.42,7,2.86,0,0,1995
118,No,Yes,35,43.57,91,21.94,130,9.7,1,3.16,1,0,1996
89,No,No,0,30.55,92,25.48,120,8.34,3,2.05,1,0,1997
93,No,No,0,45.22,84,11.06,63,7.46,6,3.54,3,0,1998
85,No,No,0,16.44,95,16.47,88,7.73,3,2.62,2,0,1999
28,No,No,0,28.59,92,13.74,112,8.66,3,2.73,3,0,2001
156,No,No,0,29.63,128,15.86,105,11.62,5,3.48,3,0,2003
119,No,No,0,22.68,71,17.39,103,8.86,7,3,1,0,2006
91,No,Yes,27,34.78,93,11.56,82,9.47,2,1.78,3,0,2007
102,No,No,0,41.17,89,19.82,121,8.48,6,1.67,3,0,2008
86,No,Yes,33,43.03,94,17.86,98,4.27,4,3.21,3,0,2009
82,No,No,0,22.1,88,15.75,105,8.04,4,2.24,0,0,2010
86,No,No,0,33.01,95,16.47,123,8.64,7,2.51,3,0,2012
134,No,No,0,31.25,92,10.5,105,7.23,2,1.65,1,0,2013
92,No,No,0,33.41,89,16.15,99,7.34,2,2.92,2,0,2014
87,No,No,0,31.37,103,14.62,96,8.25,3,3.7,3,0,2015
64,No,No,0,44.52,99,12.59,74,6.53,4,3.73,0,0,2016
80,No,No,0,34.41,67,22.12,112,7.98,5,2.48,3,0,2017
165,No,Yes,39,28.46,94,14.68,113,8.67,4,2.57,3,0,2018
153,No,Yes,22,28.51,91,20.98,117,9.18,11,2.03,1,0,2019
41,No,Yes,30,32.59,86,16.41,93,6.72,4,3,1,0,2020
108,No,No,0,40.83,109,19.58,83,9.76,1,1.4,2,0,2021
104,No,Yes,26,32.15,97,15.15,104,8.97,4,3,1,0,2022
115,No,No,0,21.71,90,15.55,92,7.78,7,2.86,1,0,2023
87,No,No,0,34.88,122,8.46,75,8.53,3,3.62,1,0,2024
159,No,Yes,23,26.11,88,18.44,91,7.26,3,3.4,2,0,2025
119,No,No,0,26.27,87,16.46,145,8.14,3,3.62,2,0,2026
69,No,No,0,26.13,105,16.49,114,11.52,6,3.81,1,0,2027
57,No,Yes,37,34.2,122,23.81,110,6.94,1,3.19,1,0,2031
130,No,No,0,23.65,112,20.91,121,9.32,9,3.08,5,0,2032
151,No,No,0,20.21,65,23.66,61,8.77,10,3.56,2,0,2033
162,No,No,0,36.99,71,23.72,65,11.28,4,2.81,2,1,2034
81,No,No,0,34.6,69,24.62,71,9.58,3,2.35,3,0,2036
132,No,No,0,40.82,91,15.33,122,6,6,2.16,3,0,2037
86,No,No,0,14.25,96,20.42,108,7.14,8,1.81,1,0,2038
136,No,No,0,45.87,101,19.45,106,11.59,8,2.73,1,1,2039
121,No,Yes,21,21.47,102,17.82,129,8.66,2,2.86,1,0,2040
105,No,Yes,15,14.98,142,14.95,85,12.15,1,2.62,2,0,2041
105,No,Yes,34,37.15,74,16.72,103,6.8,4,2.67,2,0,2042
51,No,Yes,26,40.26,97,22.39,91,8.15,8,3.02,1,0,2043
64,No,No,0,21.1,108,16.39,84,7.33,5,1.73,3,0,2044
56,No,No,0,37.86,89,23.55,94,4.58,4,3.67,4,0,2046
120,No,No,0,25.36,88,16.46,119,11.2,5,3,1,0,2047
103,No,No,0,35.11,113,15.32,95,9.93,4,3.29,3,0,2048
164,No,Yes,27,27.15,113,14.35,127,10.98,9,2.59,3,0,2049
116,No,Yes,27,34.8,91,17.8,67,9.58,2,1.89,2,0,2050
121,No,No,0,36.24,116,10.26,102,11,4,2.03,1,0,2051
183,No,No,0,19.84,112,18.17,112,9.64,6,2.62,2,0,2053
104,No,No,0,44.78,117,20.02,146,4.59,4,3.51,0,0,2054
90,No,No,0,23.83,102,18.18,126,5.4,2,1.92,1,0,2055
82,No,No,0,33.61,83,10.85,103,6.39,3,3.65,1,0,2056
101,No,No,0,23.15,110,18.78,116,8.86,7,3.59,3,0,2057
97,No,No,0,36.6,91,20.6,105,12.59,9,3.27,0,0,2059
94,No,No,0,45.76,144,16.47,61,11.59,2,2.4,3,1,2060
125,No,Yes,34,45.63,108,18.89,102,5.29,3,2.78,0,0,2062
140,No,No,0,27.05,106,22.93,116,9.92,4,2.78,1,0,2063
67,No,No,0,23.61,109,17.76,82,10.46,3,2.48,2,0,2065
113,No,No,0,31.62,105,20.18,83,6.66,6,3.29,1,0,2066
121,No,Yes,26,28.97,90,21.63,122,9.88,5,4.08,0,0,2067
93,No,No,0,27.97,87,19.63,91,6.75,3,2.67,4,0,2068
121,No,No,0,28.66,94,14.33,59,4.29,4,3.32,1,0,2069
53,No,No,0,44.4,105,21.32,112,7.92,2,2.65,0,1,2070
75,No,No,0,32.39,75,15.16,113,7.31,5,3.54,1,0,2071
132,No,No,0,30.79,109,26.72,81,11.1,9,1.13,2,0,2072
162,No,No,0,30.11,122,9.75,88,6.91,6,1.76,3,0,2073
140,No,No,0,27.29,103,20.44,121,10.51,4,3.05,1,0,2074
91,No,No,0,22.9,98,25.1,121,8.8,5,1.78,2,0,2075
73,No,Yes,28,33.69,123,11.82,139,8.96,1,2.38,2,0,2076
145,No,No,0,41.09,100,11.54,123,12.49,3,3.54,0,0,2078
100,No,No,0,22.29,81,14.98,81,4.04,4,1.16,1,0,2079
122,No,No,0,39.8,121,17.02,89,10.68,9,3.54,2,0,2080
109,No,No,0,34.02,120,25.58,68,10.62,5,3.21,0,0,2081
82,No,No,0,26.18,114,8.02,95,12.94,7,2.73,1,0,2082
65,No,Yes,23,38.11,100,16.12,75,10.03,4,2.65,0,0,2083
52,No,No,0,25.21,79,15.44,104,7,6,2.24,3,0,2084
136,No,Yes,24,29.68,114,15.01,91,9.65,5,2.38,2,0,2085
75,No,No,0,23.55,86,13.02,103,9.7,7,3,1,0,2086
146,No,No,0,18.53,98,22.59,80,10.27,2,3.4,1,0,2087
105,No,No,0,27.59,95,18.06,114,9.66,8,3,4,0,2088
48,No,No,0,35.84,98,16.12,99,7.09,3,4.43,2,0,2089
45,No,No,0,24.21,78,27.09,108,10.08,7,3,1,0,2090
106,No,Yes,37,38,99,19.98,90,6.3,5,2.86,2,0,2091
33,No,No,0,31.03,96,19.73,82,6.71,2,2.03,2,0,2092
68,No,No,0,37.33,144,11.99,101,9.26,4,2.92,2,0,2093
106,No,No,0,32.91,82,20.25,107,7.94,3,3.48,0,0,2094
141,No,No,0,32.71,87,13.34,82,7.91,6,2.97,0,0,2095
98,No,No,0,40.15,110,16.1,104,6.91,4,3.59,0,0,2096
94,No,Yes,28,39.64,102,9.63,71,5.31,4,4.35,0,0,2097
85,No,No,0,21.44,126,23.35,95,8.3,4,2.65,1,0,2099
71,No,No,0,49.37,92,21.58,126,11.85,5,2.73,3,1,2100
112,No,Yes,30,10.3,96,14.1,99,5.98,7,3.59,0,0,2101
110,No,No,0,25.23,98,16.47,106,9.27,6,1.86,0,0,2102
111,No,No,0,41.91,89,18.39,99,8.08,3,3.43,2,0,2103
74,No,No,0,50.68,100,17.11,88,9.66,4,2.62,2,1,2104
105,No,No,0,20.28,111,15.73,74,7.07,4,2.94,2,0,2105
40,No,No,0,41.23,97,19.8,86,6.93,7,2.59,0,0,2106
123,No,No,0,40.15,88,23.28,77,10.22,6,2.73,2,1,2108
122,No,No,0,24.51,74,18.04,87,7.62,4,2.57,0,0,2109
114,No,Yes,19,26.28,109,20.54,112,7.2,1,3.4,3,0,2110
102,No,Yes,25,23.36,83,15.02,93,8.47,6,2.75,2,0,2111
150,No,No,0,23.22,81,17.8,78,7.25,2,3.29,4,1,2113
60,No,No,0,49.27,115,21.73,76,10.93,4,3.16,2,1,2114
123,No,No,0,44.35,103,14.32,91,8.02,5,3.59,3,0,2115
29,No,No,0,33.25,74,10.74,87,6.69,4,3.83,1,0,2117
111,No,No,0,37.77,111,13.81,120,8.32,7,3.21,4,0,2118
111,No,No,0,42.47,106,20.6,78,10.43,4,3.13,0,1,2120
81,No,No,0,26.27,91,18.38,82,10.34,3,3.7,1,0,2121
46,No,No,0,15.37,77,23.48,111,6.59,2,3.43,1,0,2122
69,No,Yes,27,45.7,89,20.96,102,12.24,3,4.43,0,0,2123
125,No,No,0,18.04,113,13.4,69,8.66,3,2.19,1,0,2124
127,No,Yes,27,23.82,111,18.99,73,11.61,10,1.03,1,0,2126
94,No,No,0,41.65,91,15.33,105,11.83,6,2.62,1,0,2127
46,No,No,0,33.44,74,17.5,112,9.75,5,3.02,3,0,2128
73,No,Yes,26,22.3,97,9.05,96,9.98,6,2.75,2,0,2129
146,No,Yes,23,25.43,124,20.38,135,13.21,4,2,2,0,2130
93,No,No,0,40.77,99,21.4,112,7.59,10,2.94,1,0,2131
52,No,Yes,31,24.16,97,16.41,88,11.4,4,2.97,1,0,2132
129,No,Yes,31,32.81,87,19.11,91,8.89,8,2.78,2,0,2134
100,No,No,0,27.25,92,18.81,120,6.77,2,3.02,0,0,2136
43,No,No,0,33.98,80,24.51,103,8.13,7,3.05,1,0,2137
130,No,No,0,36.23,108,17.53,93,7.35,3,2.4,0,0,2138
124,No,No,0,30.31,120,19.98,119,10.79,1,2.94,3,0,2139
48,No,No,0,33.61,126,11.62,81,11,5,3.56,4,0,2141
98,No,Yes,29,18.89,101,18.52,108,11.16,3,1.78,2,0,2142
100,No,No,0,16.41,133,17.87,106,6.59,3,3.38,1,1,2143
79,No,No,0,26.67,87,10.39,103,8.51,5,3.05,3,0,2144
164,No,No,0,20.96,85,14.45,78,7.47,2,3.43,1,0,2145
105,No,No,0,32.93,124,15.57,72,13.22,5,2.92,1,0,2146
126,No,No,0,42.47,92,22.26,108,7.51,4,3.43,3,1,2148
96,No,No,0,24.48,73,19.1,91,10.25,7,2.7,1,0,2149
120,No,Yes,33,50.92,84,13.89,88,6.6,5,3.13,0,0,2150
72,No,No,0,23.39,94,12.2,110,12.32,6,2.59,2,0,2152
89,No,No,0,15.25,81,15.28,120,6.56,4,2.57,2,0,2154
172,No,No,0,45.9,111,21.81,104,7.58,5,3.24,2,1,2156
75,No,No,0,38.2,79,16.32,98,9.55,11,3.05,3,0,2157
143,No,No,0,33.03,133,10.51,99,10.33,2,2.75,2,0,2158
132,No,No,0,32.32,116,15.49,105,12.59,2,3.51,1,0,2160
99,No,No,0,31.04,111,13.13,57,8.82,5,3.27,0,0,2162
136,No,Yes,35,34.94,119,25.37,104,9.64,4,1.86,1,0,2163
119,No,No,0,39.36,97,22.69,118,9.49,10,2,1,0,2164
160,No,No,0,29.1,121,20.7,92,8.02,3,3.51,2,0,2166
166,No,No,0,33.64,113,21.34,85,6.22,2,3.02,2,0,2167
120,No,No,0,22.92,106,17.35,109,10.73,8,1.81,1,0,2168
173,No,No,0,32.54,138,14.32,99,4.92,3,2.78,1,0,2169
156,No,No,0,29.67,116,16.78,86,10.73,2,2.86,0,0,2170
70,No,No,0,30.16,104,19.23,72,11.43,4,2.94,0,0,2171
41,No,No,0,30.96,104,17.98,124,9.33,1,1.84,1,0,2172
132,No,No,0,37.81,76,14.06,97,9.38,4,3.02,0,0,2173
160,No,No,0,20.71,97,7.59,92,6.78,5,2.78,1,0,2175
180,No,No,0,24.4,111,16.09,82,7.87,5,2.38,3,0,2176
93,No,No,0,28.03,86,17.88,104,10.32,4,2.11,2,0,2177
109,No,No,0,32.91,115,12.64,105,12.71,1,3.54,2,0,2178
80,No,No,0,17.19,110,22.37,74,6.2,5,1.97,0,0,2179
54,No,Yes,24,15.69,98,16.41,119,4.47,3,3.13,2,0,2180
157,No,Yes,29,37.26,109,17.51,117,8.66,5,4.05,1,0,2182
170,No,Yes,37,30.28,103,20.64,93,10.93,4,3.51,0,0,2183
138,No,No,0,24.91,142,24.18,98,7.92,6,3.78,3,0,2184
92,No,Yes,31,29.29,91,22.63,90,10.27,5,3.19,1,0,2185
126,No,No,0,32.45,72,12.72,87,8.61,3,3.51,1,0,2186
167,No,No,0,28.76,108,14.73,64,9.74,4,3.35,4,1,2188
91,No,No,0,21.05,125,27.12,78,10.69,4,1.97,2,0,2189
127,No,No,0,16.32,68,15.05,127,7.3,4,2.62,3,0,2190
88,No,Yes,27,15.88,92,21.42,104,8.5,1,2.94,1,0,2191
113,No,No,0,15.4,100,14.5,74,6.18,9,1.46,1,0,2192
78,No,No,0,25.99,82,21.81,112,7.81,6,1.43,2,0,2193
123,No,No,0,43.84,71,17.99,104,8.52,2,2.54,2,0,2194
68,No,Yes,34,27.2,119,15.68,101,9.37,10,1.65,1,0,2196
132,No,Yes,10,31.09,68,24.85,116,6.4,4,3.11,0,0,2197
127,No,No,0,44.49,107,15.45,131,4.54,5,0.89,0,0,2199
110,No,No,0,41,85,14.82,59,11.04,4,2.3,2,0,2200
116,No,No,0,15.22,137,15.37,94,8.69,3,3.78,2,0,2202
110,No,No,0,25.81,126,11.73,112,10.51,8,3.02,3,0,2206
67,No,No,0,29.95,138,20.06,104,6.86,4,2.86,1,0,2207
166,No,No,0,25.86,105,10.29,126,8.91,5,2.65,0,0,2208
129,No,No,0,27.42,95,18.75,104,10.11,3,2.59,1,0,2209
71,No,No,0,47.41,67,16.17,84,11.48,7,3.16,0,1,2211
112,No,Yes,27,36.21,101,19.23,99,8.54,3,3,4,0,2212
98,No,No,0,36.92,73,25.79,71,8.87,2,3.35,0,1,2214
90,No,No,0,29.9,115,24.24,122,6.79,7,3.51,1,0,2215
13,No,No,0,51.54,86,14.49,80,10.24,3,3.11,0,1,2216
58,No,No,0,40.61,88,15.91,84,8.15,3,3.19,2,0,2217
116,No,No,0,22.66,126,21.06,78,9.86,5,3.05,5,1,2219
94,No,Yes,28,15.76,86,10.86,86,10.15,4,2.67,3,0,2220
87,No,No,0,30.12,105,21.16,87,9.04,7,2.32,3,0,2221
120,No,No,0,31.37,86,17.77,70,7.64,6,2.75,2,0,2222
97,No,Yes,24,29.94,81,13.55,94,12.11,9,3.27,0,0,2223
134,No,No,0,34.8,105,12.16,84,7.46,4,2.97,6,0,2224
68,No,No,0,24.41,65,11.42,84,9.7,5,4.19,2,0,2225
93,No,No,0,30.48,65,16.05,88,11.39,5,3.27,1,0,2226
120,No,No,0,23.34,129,18.04,92,6.87,2,2.84,1,0,2227
80,No,No,0,34.63,97,18.39,66,6.94,5,2.05,2,0,2229
66,No,Yes,33,15.1,94,9.32,107,7.77,9,1.92,3,0,2232
104,No,No,0,16.52,85,13.23,105,11.77,5,3.35,0,0,2233
89,No,No,0,23.44,63,16.37,125,11.51,5,2.97,1,0,2234
127,No,No,0,38.13,103,15.78,83,7.17,1,2.7,2,0,2235
117,No,Yes,13,35.29,77,12.98,95,10.48,3,2.62,1,0,2236
128,No,No,0,45.58,126,10.24,121,9.94,6,3.89,2,0,2237
88,No,No,0,28.34,88,15.24,131,10.92,7,1.84,4,1,2238
78,No,No,0,25.01,100,16.97,106,7.23,7,3.7,0,0,2241
192,No,No,0,31.45,98,19.12,105,9.56,3,3.08,2,0,2243
70,No,No,0,26.59,116,14.54,96,8.82,4,2.32,2,0,2244
148,No,No,0,40.68,85,16.63,104,10.47,3,2.94,1,0,2245
65,No,Yes,29,36.64,77,13.76,91,5.77,5,2.38,2,0,2246
119,No,No,0,22.93,74,17.98,105,8.48,6,3.05,1,0,2247
80,No,No,0,33.12,93,17.84,100,8.73,3,3.46,0,0,2248
152,No,Yes,20,40.65,111,17.77,130,12.07,3,3.59,5,0,2249
113,No,No,0,15.74,92,15.1,72,7.19,4,3.89,3,0,2250
75,No,No,0,35.6,121,17.98,123,13.1,4,1.94,1,0,2251
80,No,No,0,33.59,86,13.98,98,4.23,6,1.73,1,0,2252
166,No,No,0,23.14,93,15.42,108,5.91,4,3.05,0,0,2256
85,No,Yes,33,35.34,88,19.85,92,9.96,3,3.65,1,0,2258
154,No,Yes,35,11.03,91,15.65,75,6.82,1,3.94,1,0,2263
18,No,No,0,33.49,107,17.31,105,9.09,3,2.35,3,0,2265
126,No,Yes,31,47.26,65,21.52,114,10.04,4,2.35,0,0,2266
144,No,Yes,37,37.38,77,18.88,111,5.33,4,2.7,1,0,2267
86,No,Yes,16,24.77,129,16.24,82,9.7,7,3.05,0,0,2269
138,No,Yes,37,12.89,147,14.76,96,7.32,13,2.21,0,0,2270
146,No,No,0,33.3,82,19.43,94,13.66,4,3.29,3,0,2271
175,No,No,0,22.44,74,19.65,108,14.1,10,2.35,1,0,2272
74,No,No,0,21.08,101,22.28,98,12.07,2,3.16,2,0,2273
48,No,No,0,29.22,127,13.52,101,6.28,3,2.05,2,0,2274
74,No,Yes,31,42.4,59,17.81,75,8.13,2,2.67,4,0,2275
68,No,No,0,30.38,84,21.45,76,11.51,4,2.27,1,0,2279
80,No,No,0,19.24,97,15.77,145,10.68,5,2.57,1,0,2280
38,No,Yes,25,24.21,109,26.66,117,5.7,6,3.62,2,0,2281
107,No,Yes,38,34.71,92,17.5,80,12.89,4,2.24,0,0,2282
140,No,No,0,25.45,97,18.06,67,11.07,4,3.4,3,0,2283
98,No,No,0,38.61,103,10.24,102,5.27,4,1.27,5,1,2284
114,No,No,0,26.4,87,14.44,133,9.32,5,3.4,2,0,2285
46,No,No,0,26.59,98,15.77,96,10.2,3,3.19,1,0,2286
118,No,Yes,42,25.28,105,14.22,105,12.18,7,2.81,0,0,2287
37,No,No,0,46.19,96,13.18,97,8.98,4,1.78,3,0,2288
113,No,No,0,41.7,140,22.09,115,9.19,2,2.89,3,1,2291
69,No,No,0,33.34,66,20.13,75,8.2,1,3.21,0,0,2292
121,No,No,0,22.8,104,16.58,139,7.18,2,2.84,2,0,2293
59,No,No,0,32.25,133,9.85,115,9.93,4,2,0,0,2295
190,No,No,0,24.29,96,15.12,117,5.1,4,1.78,0,0,2296
109,No,No,0,29.85,94,20.23,103,8.93,6,2.75,1,0,2297
136,No,No,0,15.71,115,18.62,80,9.57,4,3.48,2,0,2298
86,No,No,0,15.78,87,13.57,115,6.69,5,2.38,1,0,2299
100,No,Yes,27,37.69,70,20.07,91,8.67,4,2.16,0,0,2300
106,No,No,0,27.13,118,23.53,65,10.06,3,2.38,0,0,2301
129,No,No,0,27.05,90,17.21,96,10.49,6,3.11,2,0,2303
93,No,Yes,32,19.87,97,19.75,112,5.75,9,2.97,0,0,2305
99,No,No,0,43.25,92,13.54,94,11.9,5,1.62,1,0,2307
71,No,No,0,35.19,96,14.77,61,8.03,3,3.27,1,0,2309
148,No,Yes,25,39.22,109,19.87,90,9.71,2,3.65,3,0,2311
141,No,No,0,25.76,114,20.59,109,13.69,2,2.92,1,0,2312
56,No,No,0,24.84,97,16.68,110,13.95,3,2.48,0,0,2313
160,No,No,0,43.52,61,15.93,81,5.36,4,3.11,3,0,2314
43,No,Yes,35,34.03,88,20.77,97,9.32,4,3.13,3,0,2315
106,No,No,0,36.19,69,15.9,71,5.76,3,1.7,3,0,2318
106,No,No,0,33.12,73,18.14,92,8.59,7,3.11,0,0,2319
83,No,Yes,30,46.33,83,21.51,123,8.14,6,2.35,3,0,2320
110,No,No,0,22.97,99,17.44,119,7.48,4,3.16,1,0,2321
109,No,Yes,35,39.19,130,22.59,69,12.14,6,2.86,5,0,2323
31,No,No,0,28.12,107,17.31,65,9.08,1,2.21,1,0,2324
124,No,No,0,24.36,111,19.61,91,9.64,2,2.11,4,1,2325
110,No,No,0,46.09,122,20.15,122,10.8,5,2.65,2,1,2326
124,No,No,0,43.1,123,10.02,104,11.18,2,3.78,0,0,2327
82,No,No,0,28.41,79,11.2,98,8.43,1,2.54,6,1,2328
122,No,No,0,28.61,91,7.45,87,11.12,6,2.27,1,0,2329
137,No,No,0,17.8,144,21.23,99,8.65,2,2.4,1,0,2330
69,No,No,0,23.02,124,20.24,102,8.8,2,2.86,1,0,2331
103,No,No,0,26.98,117,16.86,76,8.15,4,2.84,1,0,2333
16,No,No,0,24.62,141,14.02,75,10.42,4,2.21,2,0,2334
119,No,No,0,16.8,68,12.49,105,8.58,4,2.7,3,0,2335
122,No,Yes,37,27.71,118,26.59,85,9,5,3.13,1,0,2337
67,No,No,0,21.93,116,15.98,102,10.58,3,3.02,2,0,2339
84,No,No,0,14.62,86,22.16,109,4.44,4,2.4,1,0,2340
101,No,Yes,17,32.96,81,16.13,97,8.83,7,3.4,0,0,2341
40,No,No,0,18.6,102,20.8,123,12.46,7,1.92,0,0,2342
61,No,No,0,32.11,116,13.06,106,9.6,2,2.75,2,0,2343
95,No,No,0,31.18,95,23.91,113,4.73,8,2.21,1,0,2345
114,No,No,0,28.76,83,12.74,119,8.86,4,1.24,2,0,2347
149,No,Yes,20,44.95,123,18.67,89,9.02,3,3.05,2,0,2349
22,No,No,0,35.31,99,17.9,88,10.72,5,2.59,0,0,2350
152,No,No,0,24.06,94,22.36,113,9.32,4,0.92,2,0,2352
118,No,No,0,26.32,73,20.74,81,7.18,4,3.46,0,0,2353
102,No,No,0,46.44,82,17.94,129,9.17,7,3.54,2,1,2355
118,No,No,0,38.18,120,19.2,105,12.11,8,3.38,2,0,2356
105,No,No,0,46.55,106,24.62,126,12.11,3,1.57,2,1,2357
153,No,No,0,27.12,90,23.42,126,7.95,2,2.73,1,1,2358
71,No,No,0,17.68,125,16.75,123,4.95,8,3.94,0,0,2359
71,No,Yes,31,19.62,78,18.48,102,10.8,4,3.54,1,0,2360
68,No,No,0,37.76,102,16.95,107,7.31,3,2.54,2,0,2361
66,No,No,0,19.79,74,8.13,94,8.17,3,2.84,3,0,2362
116,No,No,0,22,89,13.37,77,9.7,3,3.59,0,0,2364
54,No,Yes,33,27.51,58,23.21,76,6.93,4,3.7,0,0,2365
112,No,Yes,29,33.8,114,20.28,69,13.03,5,3.11,1,0,2366
74,No,No,0,44.59,96,16.91,90,7.47,5,1.78,3,0,2368
90,No,No,0,41.89,88,13.63,99,7.69,7,2.05,1,0,2369
112,No,No,0,29.63,124,11.92,89,9.69,6,2.43,4,1,2370
85,No,No,0,31.18,98,14.35,97,8.99,4,2.67,4,0,2371
114,No,No,0,31.93,97,13.14,102,9.63,3,2.73,2,0,2373
83,No,No,0,44.15,116,12.98,92,10.11,2,2.75,0,0,2374
51,No,No,0,8.81,104,19.57,118,10.24,4,2.81,2,0,2376
42,No,No,0,51.66,54,19.74,76,6.62,3,1.57,1,1,2377
101,No,Yes,36,21.03,106,14.67,127,12.62,4,2.38,1,1,2378
112,No,No,0,35.05,94,13.98,101,6.31,7,3.4,3,0,2379
56,No,No,0,27.93,107,19.86,104,8.43,1,3.19,2,0,2380
64,No,Yes,22,34.07,84,11.14,67,10.38,5,2.05,1,0,2382
68,No,Yes,30,20.89,91,19.85,144,8.98,2,2.59,2,0,2384
132,No,No,0,36.48,98,21.39,88,10.84,2,3.75,0,0,2386
108,No,Yes,32,35.62,64,9.32,145,8.54,6,2.46,6,1,2388
161,No,No,0,50.64,107,20.24,93,10.82,5,2.4,1,1,2389
130,No,No,0,36.18,137,16.13,105,7.65,4,2.86,0,1,2390
122,No,No,0,24.75,111,24.2,91,10.27,5,3.29,0,0,2391
130,No,Yes,19,25.99,99,18.12,114,9.24,6,2.92,2,0,2392
139,No,Yes,25,23.51,79,6.85,83,7.37,8,2.24,0,0,2394
128,No,No,0,33.88,102,16.56,82,13.42,2,3.86,4,0,2396
107,No,No,0,50.13,78,16.39,87,6.66,5,3.56,1,1,2398
177,No,No,0,29.82,83,13.2,86,8.07,3,3.11,1,0,2399
121,No,No,0,30.5,93,12.16,113,5.23,5,3.02,1,0,2400
77,No,Yes,33,24.31,102,18.04,120,4.72,4,4.13,5,1,2403
21,No,No,0,15.62,111,16.86,125,7.73,7,3.51,2,0,2404
92,No,Yes,29,34.22,115,17.31,113,5.85,6,1.73,1,1,2406
81,No,No,0,24.75,131,24.47,121,8.18,4,2.48,2,0,2407
68,No,No,0,39.51,103,13.03,107,9.66,2,2.84,1,0,2409
183,No,Yes,8,14.71,97,24.24,133,8.12,2,2.35,2,0,2410
90,No,No,0,18.68,114,18.77,133,4.68,6,2.94,0,0,2411
165,No,No,0,26.52,81,23.47,94,7.92,5,2.51,1,0,2412
59,No,No,0,33.15,88,16.87,110,13.69,9,4,0,0,2414
114,No,No,0,25.01,111,13.69,106,12.42,3,2.43,5,1,2416
113,No,No,0,26.52,72,21.83,123,7.89,5,3.21,2,0,2417
120,No,No,0,16.69,85,15.87,96,6.6,4,2.51,2,0,2418
115,No,No,0,35.8,84,13.01,79,11.8,5,2.97,0,0,2419
37,No,No,0,40.78,88,22.24,88,9.32,4,2.4,2,1,2420
132,No,No,0,33.63,119,11.38,94,7.98,3,2.94,4,1,2422
38,No,Yes,36,19.62,83,14.13,79,8.31,6,4.1,2,0,2423
97,No,Yes,15,19.99,126,16.69,113,7.08,3,1.73,1,0,2425
55,No,Yes,28,17.9,109,16.78,91,8.44,6,2.32,2,0,2426
75,No,No,0,18.99,119,20.17,110,11.41,6,3.54,1,0,2427
83,No,No,0,27.08,98,17.2,73,10.31,3,2.57,2,0,2428
40,No,No,0,13.89,108,17.87,64,9.54,3,3.05,6,1,2429
101,No,Yes,21,40.46,84,17.82,95,10.49,5,2.7,2,0,2430
120,No,Yes,40,21.78,78,21.05,121,8.99,3,4.21,0,0,2431
183,No,Yes,31,29.1,74,16.46,85,8.84,4,2.75,1,0,2432
75,No,No,0,18.53,120,22.04,119,8.19,3,3.59,4,1,2433
80,No,No,0,37.4,76,17.65,137,7.58,3,3.27,2,0,2434
88,No,No,0,9.45,121,20.63,134,7.93,4,3.05,0,0,2435
112,No,Yes,23,48.72,102,26.8,101,8.73,6,2.78,1,0,2436
63,No,No,0,35.29,112,19.47,131,7.32,2,3.59,1,0,2437
92,No,No,0,33.52,116,20.6,76,8.64,5,2.97,2,0,2439
177,No,No,0,29.87,90,14.33,110,8.95,4,3.94,1,0,2440
118,No,No,0,34.88,137,15.71,115,7.92,6,1.89,0,0,2441
111,No,Yes,13,32.83,98,9.49,94,10.23,4,3.27,1,0,2442
82,No,Yes,34,39.54,115,13.02,77,12.9,3,1.27,3,0,2443
74,No,No,0,17.46,100,12.69,114,8.46,5,2.97,0,0,2444
121,No,Yes,31,44.73,118,23.74,143,5.72,4,2.62,5,0,2445
131,No,No,0,33.49,114,17.09,111,6.8,5,3.13,1,0,2446
125,No,No,0,28.78,138,13.26,106,9.49,6,3.13,2,0,2447
19,No,No,0,34.26,110,10.98,98,9.93,4,3.48,1,0,2448
138,No,No,0,42.67,96,7.75,87,6.4,3,3.73,3,0,2449
119,No,No,0,39.17,101,19.13,111,8.93,6,2.05,3,0,2450
137,No,No,0,18.67,86,19.59,103,11.51,6,3.21,1,0,2451
182,No,No,0,47.52,113,17.27,101,7.84,4,2.89,2,1,2452
134,No,Yes,38,36.45,57,17.99,79,7.43,8,2.7,1,0,2454
